VFID,RAgas,DECgas,COreference,alphaCO,Mmol,Mmol_err_up,Mmol_err_down,r21,err_r21,tdep,tdep_err_up,tdep_err_down,HIreference,MHI,MHI_err_up,MHI_err_down,MH2_to_MHI,MH2_to_MHI_err_up,MH2_to_MHI_err_down,H2def,errH2def,HIdef,errHIdef,Separation,MH2,MH2_err_up,MH2_err_down,Mgas
VFID4908,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4909,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4910,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4911,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4912,190.91670833333333,11.552611111111112,Boselli+2014,,1761695833.3333333,-1.0,-1.0,,,1976655235.866876,-1.0,-1.0,Boselli+2014,7.429702969517754,,,,,,0.6620712324761353,-1.0,2.193877620823546,-1.0,0.0,,,,
VFID4913,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4914,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4915,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4916,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4917,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4918,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4919,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4920,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4921,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4923,187.73804166666665,11.483555555555554,Boselli+2014,,930580000.0,-1.0,-1.0,,,3620376310.287777,-1.0,-1.0,Boselli+2014,6.80281939446476,,,,,,-0.6078515548059915,-1.0,2.1260571408866804,-1.0,0.0,,,,
VFID4924,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4925,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4926,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4928,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4929,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4930,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4931,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4932,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4933,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4934,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4935,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4937,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4938,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4939,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4940,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4942,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4943,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4944,185.82187499999995,11.367972222222225,Boselli+2014,,896214130.4347826,-1.0,-1.0,,,6200286920.09966,-1.0,-1.0,Boselli+2014,8.673915940183413,6.87520253088488,6.87520253088488,1.8988726832821463,-1.0,-1.0,-0.3728096274216792,-1.0,0.3303900819976419,0.0069035250013522,0.0,8.952411787068069,0.9607662307766311,0.9607662307766311,9.136145082008843
VFID4945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4946,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4947,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4948,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4949,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4950,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4951,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4953,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4954,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4955,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4956,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4959,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4960,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4961,189.13629166666664,11.258,Boselli+2014,,8377586910.0,-1.0,-1.0,,,7818419014.058075,-1.0,-1.0,Boselli+2014,9.209290560345227,6.979937881404893,6.979937881404893,5.174023317578856,-1.0,-1.0,-0.8413167823025969,-1.0,0.11274224533887,0.0025611300533468,0.0,9.923118941948985,0.9999952905408936,0.9999952905408936,9.99985882570457
VFID4962,189.14275,11.238888888888887,Boselli+2014,,4540643730.0,-1.0,-1.0,,,2328720827.5795135,-1.0,-1.0,Boselli+2014,9.233656558439577,6.880070825918776,6.880070825918776,2.6513121924548932,-1.0,-1.0,-0.3971152677852974,-1.0,0.32871624724452,0.0019239712531627,0.0,9.657117427431686,0.9910538185125917,0.9910538185125917,9.796105525780977
VFID4963,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4967,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4968,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4969,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4970,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4972,191.1332083333333,11.190527777777778,Boselli+2014,,12154210.311299415,-1.0,-1.0,,,506671815.9040183,-1.0,-1.0,Boselli+2014,7.429702969517754,,,,,,1.891775412722586,-1.0,1.286077620823546,-1.0,0.0,,,,
VFID4973,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4979,186.86066666666665,11.107527777777776,Boselli+2014,,676693500.0,222596546.0526316,222596546.0526316,,,4681575211.195333,2649466735.1789794,2649466735.1789794,Boselli+2014,6.997252109717553,,,68.09886837848575,-2.0,-2.0,0.6969101547717429,0.1428600269418591,2.435868480623747,-1.0,0.0,8.830392004874646,0.9465978136173053,0.9465978136173053,8.836723044776216
VFID4980,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4981,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4982,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4984,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4987,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4988,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4989,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4990,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4991,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4992,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID4999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5002,195.968875,10.9721389,AMIGA,,338844156.13920206,-1.0,-1.0,,,3630780547.701008,-1.0,-1.0,AMIGA,9.251732640566562,8.754510248451973,8.634510248451974,0.1897873926710302,-1.0,-1.0,-0.533597840353611,-1.0,-0.1704639312263616,0.1382171453835724,0.0,8.53,0.9697823328336942,0.9697692055254304,9.327202003270813
VFID5003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5013,181.04812499999997,10.854388888888888,Boselli+2014,,388203797.2027972,-1.0,-1.0,,,587570223.9419423,-1.0,-1.0,Boselli+2014,8.520446114988948,6.8338098457266545,6.8338098457266545,1.171153077932739,-1.0,-1.0,0.5899423805359394,-1.0,0.3254348258614783,0.0089361004506841,0.0,8.589059779110448,0.9472961878834726,0.9472961878834726,8.857136559612323
VFID5014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5030,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5040,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5058,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5060,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5065,186.461125,10.459055555555556,Boselli+2014,,156157646.1558835,-1.0,-1.0,,,1105511472.9540758,-1.0,-1.0,Boselli+2014,8.95790208586433,7.137760360163518,7.137760360163518,0.1720525715745338,-1.0,-1.0,0.0053389056174175,-1.0,-0.0109324543832709,0.0065711682268717,0.0,8.193563254028971,0.955536246665968,0.955536246665968,9.026849177949705
VFID5066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5070,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5074,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5080,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5090,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5098,189.98308333333333,10.176083333333333,Boselli+2014,,41471903.937565126,-1.0,-1.0,,,424379086.75851005,-1.0,-1.0,Boselli+2014,6.748461732142167,,,,,,1.7556481857581918,-1.0,2.453258858199134,-1.0,0.0,,,,
VFID5099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5102,190.30537499999997,10.155805555555556,Boselli+2014,,29559671.088479932,-1.0,-1.0,,,563247920.9501241,-1.0,-1.0,Boselli+2014,6.997252109717553,,,,,,1.6678025623069876,-1.0,1.965948480623747,-1.0,0.0,,,,
VFID5103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5125,186.342375,10.016805555555557,Boselli+2014,,989731270.1612904,-1.0,-1.0,,,5827969789.415043,-1.0,-1.0,Boselli+2014,8.513008182343574,6.999457661997236,6.999457661997236,3.0374498029825987,-1.0,-1.0,-0.0271151321948135,-1.0,0.9377574722822626,0.0133117082575709,0.0,8.995517291841201,0.9599748496014417,0.9599748496014417,9.119115318197114
VFID5126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5140,138.1076333,9.9554972,AMIGA,,107151930.52376048,-1.0,-1.0,,,512861383.9913642,-1.0,-1.0,AMIGA,9.421732640566562,8.924510248451973,8.804510248451974,0.0405758250596136,-1.0,-1.0,0.3633021596463894,-1.0,-0.5248048982005376,0.1382171453835724,0.0,8.03,0.9749278803003069,0.9749272006109098,9.43900637259634
VFID5141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5162,187.0162083333333,9.803611111111111,Boselli+2014,,38638657.330905646,-1.0,-1.0,,,59844194606.571236,-1.0,-1.0,Boselli+2014,7.204144159775266,,,,,,1.6891801331014316,-1.0,2.304232898624022,-1.0,0.0,,,,
VFID5163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5176,193.46191666666664,9.709916666666668,Boselli+2014,,135043772.4982268,-1.0,-1.0,,,100109331.57684672,-1.0,-1.0,Boselli+2014,8.778785754138703,6.8338098457266545,6.8338098457266545,0.2247443629221615,-1.0,-1.0,0.7812275980167751,-1.0,0.0911385658699401,0.0049295627911833,0.0,8.130474561629613,0.9477684974526823,0.9477684974526823,8.866831203363267
VFID5177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5194,183.8770833333333,9.584888888888887,Boselli+2014,,458858497.10982656,-1.0,-1.0,,,2146242439.7649615,-1.0,-1.0,Boselli+2014,8.651375215286436,6.8338098457266545,6.8338098457266545,1.0240085034310324,-1.0,-1.0,-0.0253766187035306,-1.0,0.0967308068946195,0.0066102660868074,0.0,8.66167877834992,0.9521923249772264,0.9521923249772264,8.957587548051734
VFID5195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5210,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5236,185.676,9.332472222222222,Boselli+2014,,1315166737.5,-1.0,-1.0,,,4255796140.5983343,-1.0,-1.0,Boselli+2014,9.076371046589038,7.1755489210529175,7.1755489210529175,1.1030870086076847,-1.0,-1.0,-0.1424786567426519,-1.0,0.1579254560870637,0.0054571034375277,0.0,9.11898081638904,0.9730931143180923,0.9730931143180923,9.39922828721474
VFID5237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID5240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
