VFID,RAgas,DECgas,COreference,alphaCO,Mmol,Mmol_err_up,Mmol_err_down,r21,err_r21,tdep,tdep_err_up,tdep_err_down,HIreference,MHI,MHI_err_up,MHI_err_down,MH2_to_MHI,MH2_to_MHI_err_up,MH2_to_MHI_err_down,H2def,errH2def,HIdef,errHIdef,Separation,MH2,MH2_err_up,MH2_err_down,Mgas
VFID1506,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1507,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1509,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1516,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1521,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1522,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1523,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1526,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1527,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1530,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1531,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1532,181.50416666666663,47.47833333333333,Literature,4.3,708691527.6054473,141738305.52108946,141738305.52108946,-1000.0,-1000.0,2346698203.212024,1178210598.474243,1178210598.474243,Springob2005,9.434962816142535,8.281443807132627,8.281443807132627,0.2603121413124933,0.0551783802121522,0.0551783802121522,-0.1412550811633899,0.0868588963806503,0.0269414296465893,0.0304975745988654,0.0,8.850457240809778,0.9512398642370975,0.9512398642370975,9.535440936229136
VFID1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1535,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1536,168.85645833333334,47.44702777777778,Literature,4.3,38991961.51846713,-1.0,-1.0,-1000.0,-1000.0,1002247734.489537,-1.0,-1.0,This work,8.02591022727231,,,,,,1.5880270764148277,-1.0,0.9708503328104944,-1.0,0.0,,,,
VFID1537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1541,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1544,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1545,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1546,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1547,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1548,209.0694583,47.2355639,AMIGA,,457088189.6148752,57136023.7018594,57136023.7018594,,,1288249551.6931343,614727153.2781254,614727153.2781254,AMIGA,9.411732640566562,8.914510248451974,8.794510248451974,0.1771199004472866,-1.0,-1.0,0.7620021596463893,0.0542868102379064,0.0588525636346037,0.1382171453835724,0.0,8.66,0.976952100425755,0.9769407294798154,9.482553342535343
VFID1549,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1552,133.668875,47.10488888888889,This work,4.3,45675415.05796907,-1.0,-1.0,-1000.0,-1000.0,616144395.6016816,-1.0,-1.0,Springob2005,9.362974070344935,8.43474499327053,8.43474499327053,0.0198019715486103,-1.0,-1.0,0.5230196571178922,-1.0,-0.1819623607536638,0.0512336425839227,0.0,7.659682502528496,0.9718086961283667,0.9718086961283667,9.371489917584013
VFID1553,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1554,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1557,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1561,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1563,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1564,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1566,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1567,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1568,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1569,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1571,202.13829166666665,46.927166666666665,This work,4.3,40215401.30587816,16358258.283905337,16358258.283905337,-1000.0,-1000.0,259652439.2546605,159540421.5115151,159540421.5115151,Springob2005,9.434667245706786,8.508731560903904,8.508731560903904,0.0147817264553549,-1.0,-1.0,0.7484097528005709,0.1766562330738157,-0.0730555361167102,0.0515049092740313,0.0,7.604392406845818,0.9750198625708508,0.9750198625708508,9.441039883827766
VFID1572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1574,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1576,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1577,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1579,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1580,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1581,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1583,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1586,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1587,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1588,202.041875,46.67213888888889,This work,4.3,227005020.97428632,29872082.11715873,29872082.11715873,0.9208297048617085,0.1655462012259003,306221347.45625204,146664496.89872518,146664496.89872518,deVaucouleurs1991,9.829547598778383,8.813667764757735,8.813667764757735,0.0336114976765867,0.0054830340320118,0.0054830340320118,0.3612666964739262,0.0571497510088658,-0.3375157217989617,0.0418701461941299,0.0,8.356035463172464,0.9258994833604237,0.9258994833604237,9.8439049304566
VFID1589,202.5475,46.67077777777777,Literature,4.3,122405424.6282951,-1.0,-1.0,-1000.0,-1000.0,808724620.5250219,-1.0,-1.0,This work,8.432117677991865,7.738710533561243,7.738710533561243,0.4525671080313667,-1.0,-1.0,1.5124014948276034,-1.0,0.9444315720567024,0.0879786243266255,0.0,8.087800664818786,0.9342714462408336,0.9342714462408336,8.594253883752662
VFID1590,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1592,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1593,202.10529166666663,46.591638888888895,Literature,4.3,195053945.73000255,3120863.131680041,3120863.131680041,1.35619364925873,0.1017966964645339,549736711.3212223,253315863.7053903,253315863.7053903,deVaucouleurs1991,9.328471940122931,8.634748007122715,8.634748007122715,0.0915551545162505,0.0185913624114591,0.0185913624114591,0.9374474196028596,0.006948711710452,-0.4788026900742395,0.0879144732463874,0.0,8.290154740043528,0.9242607292788692,0.9242607292788692,9.366517624920164
VFID1594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1595,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1598,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1601,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1602,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1603,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1604,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1605,202.14020833333333,46.49991666666667,This work,4.3,64330930.39088418,13796374.636117106,13796374.636117106,0.4954334765612406,0.1509526706402101,867800372.9989011,440846664.8429214,440846664.8429214,This work,9.032839643735644,7.65368174836118,7.65368174836118,0.0596458440568802,0.0130319549502824,0.0130319549502824,0.4714823271842281,0.0931385468596405,0.1565313076442311,0.0181395461115491,0.0,7.80841983246216,0.8973878501421222,0.8973878501421222,9.05800038289485
VFID1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1609,182.49166666666667,46.456944444444446,Literature,4.3,27508080.22299064,6709287.85926601,6709287.85926601,-1000.0,-1000.0,78065704300.72195,278370214191.15625,63897553457.51968,Springob2005,8.793824519146895,7.626383458182462,7.626383458182462,0.0442217335078815,0.0111972245600698,0.0111972245600698,0.7703118405223908,0.105925483391037,0.1604386777150299,0.029535426755749,0.0,7.4394602822234,0.8774048493810874,0.8774048493810874,8.81261724713701
VFID1610,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1611,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1612,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1613,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1620,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1622,210.4902667,46.3118222,AMIGA,,131825673.85564049,16478209.23195506,16478209.23195506,,,912010839.355908,435193496.7097097,435193496.7097097,AMIGA,8.011732640566562,7.514510248451973,7.394510248451977,1.2831202512891655,-1.0,-1.0,0.4758021596463901,0.0542868102379064,0.8372634640093697,0.1382171453835724,0.0,8.12,0.9235159648242104,0.9231967932298966,8.370261426825074
VFID1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1624,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1626,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1628,202.20733333333337,46.262388888888886,This work,4.3,185177871.17204183,30518584.776851524,30518584.776851524,0.6541751299628558,0.1387589700617137,1809627082.0667927,885122677.3307781,885122677.3307781,This work,8.061009740199214,7.525618233793909,7.525618233793909,1.609086335870054,-1.0,-1.0,0.3687130725600589,0.0715747128973599,0.976402403613001,0.1265880776848043,0.0,8.26758908708633,0.9291407572255178,0.9291407572255178,8.477498190541896
VFID1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1630,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1631,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1633,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1635,216.8682708,46.14655,AMIGA,,1288249551.6931322,161031193.96164152,161031193.96164152,,,831763771.1026698,396901186.2164559,396901186.2164559,AMIGA,9.551732640566561,9.054510248451972,8.934510248451973,0.361632421499315,-1.0,-1.0,-0.1982978403536108,0.0542868102379064,-0.4162392607184095,0.1382171453835724,0.0,9.11,0.9862293302493066,0.9861894838824931,9.685792524310756
VFID1636,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1637,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1638,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1641,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1644,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1647,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1648,126.82529166666666,46.034194444444445,This work,4.3,10816149.933281992,-1.0,-1.0,-1000.0,-1000.0,95956124.4041511,-1.0,-1.0,This work,8.552944570455226,7.560875204241647,7.560875204241647,0.0302780657942087,-1.0,-1.0,0.6179261554059563,-1.0,-0.085236938506144,0.0442297968960634,0.0,7.03407269882183,0.9327730521966617,0.9327730521966617,8.565899024424516
VFID1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1652,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1653,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1654,126.51815,45.9674556,AMIGA,,218776162.3949552,-1.0,-1.0,,,2089296130.8540387,-1.0,-1.0,AMIGA,9.74173264056656,9.244510248451972,9.124510248451973,0.0396522065192461,-1.0,-1.0,-0.5055978403536106,-1.0,-0.6781898644438744,0.1382171453835723,0.0,8.34,0.9893899191744445,0.9893892907738648,9.758620720200799
VFID1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1658,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1659,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1660,140.2949667,45.8876611,AMIGA,,64565422.903465495,8070677.862933187,8070677.862933187,,,831763771.1026704,415414759.7542975,415414759.7542975,AMIGA,8.161732640566562,7.664510248451974,7.544510248451974,0.4449050746838662,-1.0,-1.0,0.5104021596463904,0.0542868102379064,0.1194095469637286,0.1382171453835724,0.0,7.81,0.9203612744954084,0.9202954114736906,8.321571956935843
VFID1661,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1663,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1664,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1670,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1671,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1672,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1673,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1674,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1675,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1676,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1679,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1680,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1681,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1682,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1683,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1684,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1685,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1686,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1688,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1689,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1690,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1691,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1692,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1693,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1694,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1695,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1696,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1697,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1698,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1699,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1705,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1706,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1707,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1708,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1709,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1710,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1712,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1718,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1719,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1720,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1721,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1722,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1724,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1726,134.8769583333333,44.91388888888888,This work,4.3,2187718316.413336,81330872.44645897,81330872.44645897,0.8848790532892489,0.0407721475025541,1862050275.9714525,860295415.9517221,860295415.9517221,Springob2005,9.741495224429913,8.446151653466092,8.446151653466092,0.3967310379201028,0.024929095366943,0.024929095366943,-0.250089243251459,0.0161453825416529,-0.0583435318734633,0.022000914857537,0.0,9.339991402897848,0.9719111485531472,0.9719111485531472,9.886608008501804
VFID1727,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1728,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1729,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1731,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1732,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1733,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1737,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1738,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1739,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1743,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1744,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1746,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1747,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1748,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1749,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1754,180.7875,44.53111111111111,Literature,4.3,1515551585.089062,286725975.5573901,286725975.5573901,-1000.0,-1000.0,563080805.3746476,280337611.88745224,280337611.88745224,deVaucouleurs1991,9.327617843548305,8.31145618400588,8.31145618400588,0.7127756906119935,0.1513290103399786,0.1513290103399786,-0.025868563464547,0.0821638209006151,0.2972988554491955,0.0418429843294913,0.0,9.180570723110936,0.9671540297061485,0.9671540297061485,9.561318333946323
VFID1755,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1756,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1757,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1758,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1760,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1762,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1764,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1765,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1768,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1769,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1770,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1771,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1772,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1773,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1774,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1775,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1777,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1778,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1780,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1781,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1782,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1783,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1785,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1787,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1789,206.59862500000003,43.87233333333334,This work,4.3,1038918353.8179884,65797406.11644827,65797406.11644827,0.5780019258601048,0.0681262930024213,788100165.4925612,366349566.3484028,366349566.3484028,deVaucouleurs1991,10.076882615465925,9.06146225659843,9.06146225659843,0.0870359758964804,0.0100471011725021,0.0100471011725021,0.1948207409434736,0.0275050010377687,-0.2407187619649757,0.0419144674394998,0.0,9.016581418702915,0.9579641139772904,0.9579641139772904,10.113126532942077
VFID1790,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1794,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1795,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1797,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1804,182.37083333333337,43.68527777777778,Literature,4.3,281794112.8901024,84538233.86703071,84538233.86703071,-1000.0,-1000.0,1697977440.2125094,933232752.7408788,933232752.7408788,Springob2005,9.101094267735299,8.095399956945538,8.095399956945538,0.223273740444383,0.0705139250552484,0.0705139250552484,0.4860702438540656,0.1302883445709755,-0.1760534196930088,0.0428637339353409,0.0,8.449931915792323,0.9331870854987472,0.9331870854987472,9.188617920733753
VFID1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1807,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1808,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1809,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,
