id,log(bayes.dust.mass),log(bayes.dust.mass_err),log(best.dust.mass),log(bayes.gas.mass),log(bayes.gas.mass_err),log(best.gas.mass),log(best.gas.mass_err),bayes.sfh.sfr,best.reduced_chi_square
b'VFID0018',5.51914942869124,3.5563221751081793,-inf,7.379149428691241,3.5631204600976054,-inf,0.22,0.0009438741318637596,11.69282385467858
b'VFID0087',6.114747704361384,0.508009363497683,6.344519650129531,7.974747704361384,0.5536004998203317,8.20451965012953,0.22,0.05143559968058588,3.969865172554531
b'VFID0132',4.857367419876603,0.46603428327438373,4.266340890795923,6.717367419876603,0.5153522612612352,6.126340890795923,0.22,0.004763902775053958,1.2085773951482117
b'VFID0187',6.775256969332591,0.27229939792351837,6.967774459637089,8.635256969332591,0.35006708229925104,8.827774459637089,0.22,0.14857906481605004,1.7180238860733106
b'VFID0240',4.018515152619639,20.362423105197525,-inf,5.87851515261964,20.36361153418229,-inf,0.22,0.0005846513045841292,12.237702299160974
b'VFID0488',6.920015313472765,0.41909039632333217,6.638359211633685,8.780015313472765,0.47332521619965234,8.498359211633685,0.22,0.0009301672816470622,5.234515472194834
b'VFID0692',6.1146550450479875,0.7967886900419184,5.930075212971619,7.974655045047988,0.826602816701417,7.79007521297162,0.22,0.05182166044867817,2.6772051979432354
b'VFID0696',6.91163721400283,0.5126777680066511,6.524731306597623,8.77163721400283,0.557887527919635,8.384731306597622,0.22,0.5706950020823451,0.868640581628146
b'VFID0711',3.5714994708093943,0.29223227281754466,3.0899900492225534,5.431499470809395,0.3657864148326286,4.949990049222554,0.22,3.365470991817081,161.71762398282084
b'VFID0712',3.581555024445775,0.2920402924024319,3.099691976622245,5.441555024445775,0.3656330570209673,4.959691976622245,0.22,3.4424933280797094,164.71966835612784
b'VFID0757',6.168275536974523,0.43216129945998316,5.992518287316219,8.028275536974522,0.48493647908869597,7.85251828731622,0.22,0.25848572663582514,15.08894145720764
b'VFID0948',6.380495115458999,0.40366992293470627,5.7504399678233336,8.240495115458998,0.459727535266392,7.610439967823334,0.22,0.14771729272794382,2.0084005065549095
b'VFID0956',6.5231644355971525,0.46705796392415794,6.306582763409062,8.383164435597152,0.516278163071982,8.166582763409062,0.22,0.07348135590007983,1.510751621284936
b'VFID0960',6.15920908874803,0.4932074050231113,5.9608281259955564,8.01920908874803,0.5400495758443212,7.820828125995557,0.22,0.39013408912042746,7.162260588361739
b'VFID0976',6.5204598121611905,0.3745081240234548,6.32768022714951,8.38045981216119,0.4343458701997377,8.18768022714951,0.22,0.0004522061829201781,11.409498274218837
b'VFID1035',7.66300420717893,0.3112278272159068,7.875654091838217,9.52300420717893,0.38113352048007315,9.735654091838217,0.22,1.292041328909192,0.6610730953524423
b'VFID1037',6.766160610319446,0.3965705885581734,6.0734657165933905,8.626160610319445,0.45350659500097246,7.933465716593391,0.22,0.35752826545234206,2.6998050033015155
b'VFID1040',6.445341467461692,0.3557878163896539,6.7268838408826515,8.305341467461691,0.41831204894351065,8.58688384088265,0.22,0.14693720276924468,0.7180706019886036
b'VFID1046',5.716812741349158,2.3001256627041453,7.197596866969509,7.576812741349158,2.3106228736490477,9.05759686696951,0.22,0.005151099835533805,4.476431628876193
b'VFID1097',6.913222192142396,0.38720315391035104,6.574080365639038,8.773222192142397,0.4453383908873375,8.434080365639037,0.22,0.6324976668125859,1.7073862584769928
b'VFID1098',6.84958098890404,0.22893175022431253,6.802362372810571,8.70958098890404,0.31750550587472814,8.662362372810572,0.22,0.454631173349932,1.6451610400792676
b'VFID1173',7.0827436591835555,0.4644972923336114,6.890075111173674,8.942743659183556,0.5139627754859845,8.750075111173674,0.22,0.8980200771314362,1.1417685120094296
b'VFID1175',6.938803364141621,0.5319899455231274,6.580522655059006,8.798803364141621,0.5756850720122071,8.440522655059006,0.22,0.24560407713629487,1.3971016923043025
b'VFID1182',6.565138182453924,0.8056677944267412,6.145543813009391,8.425138182453924,0.8351650106275105,8.00554381300939,0.22,0.06553042735378926,2.604845342805246
b'VFID1211',-17.056174147678956,130875319739.2017,-inf,-15.196174147678956,130875319739.2017,-inf,0.22,0.5137995739528362,31.83399276558725
b'VFID1212',7.670429297356732,0.3127651150818197,7.8853557638842044,9.530429297356731,0.3823898759278858,9.745355763884204,0.22,1.148926246853609,0.5018867140717154
b'VFID1291',7.690689417951817,0.3281191584565652,7.927817979796769,9.550689417951817,0.3950470632041764,9.787817979796769,0.22,1.893317983846319,0.8562579832361852
b'VFID1292',1.9186135956469192,106.53038278166791,-inf,3.7786135956469193,106.53060994666598,-inf,0.22,0.27400747084054927,3.870614347686511
b'VFID1350',6.694063123201549,0.1540964264673403,6.677781873006338,8.55406312320155,0.2685995321105463,8.537781873006338,0.22,0.24982434946646012,1.3960807990882087
b'VFID1374',7.339361660121771,0.491949574219901,6.913593194614076,9.19936166012177,0.5389010888606015,8.773593194614076,0.22,1.0108709300457905,1.8576652468810597
b'VFID1609',5.6710102320850195,0.4087473743190164,5.357097600921673,7.53101023208502,0.4641922188196288,7.217097600921673,0.22,0.013792556063512956,5.8164248643144925
b'VFID1643',7.042062609600917,0.2617240101951108,6.9026902786364355,8.902062609600916,0.3419056266173613,8.762690278636436,0.22,0.2894366347320147,2.51139432885119
b'VFID1670',-11.560311177364555,285458761.5232532,-inf,-9.700311177364556,285458761.5232532,-inf,0.22,0.04559581795228669,3.6166547916626337
b'VFID1729',5.876931165844429,0.19935263552412397,5.975789311980787,7.736931165844429,0.2968862969057586,7.835789311980787,0.22,0.010984651753656656,0.947578121587577
b'VFID1754',7.423646692226172,0.535339487402733,6.68798108452604,9.283646692226172,0.5787817954744437,8.54798108452604,0.22,1.0556082153408397,0.6168218888176851
b'VFID1776',7.7789537233169055,0.25223959062586904,7.929512815166962,9.638953723316906,0.3347010772003968,9.789512815166962,0.22,1.7277341801376298,0.7073233065517585
b'VFID1783',5.708489791207522,0.43291876023322196,5.156216006689616,7.568489791207522,0.4856116277045577,7.016216006689616,0.22,0.02278505234750005,2.582640478667655
b'VFID1803',6.75986365508155,0.15884010042028004,6.8253525097271295,8.61986365508155,0.2713488114982718,8.68535250972713,0.22,0.0729125686941126,2.710084923811017
b'VFID1804',6.729116808881554,0.35396180430192004,6.556375200547181,8.589116808881554,0.41676007354912337,8.416375200547181,0.22,0.11546508807515148,0.7307240362137755
b'VFID1928',7.18215863292709,0.7473797131333049,7.815734478196128,9.042158632927089,0.7790869242922904,9.675734478196128,0.22,0.65932707617462,4.104251881272196
b'VFID1933',7.572478763715464,0.28233274606845454,7.768961934245302,9.432478763715464,0.3579270589136206,9.628961934245302,0.22,0.27084891819822776,5.526226280864904
b'VFID1934',6.6867103348780255,0.42115766379563324,6.37947368103181,8.546710334878025,0.4751565823744796,8.239473681031809,0.22,0.061782906163825965,1.1773399613541196
b'VFID1953',7.488866941375865,0.3637845215633677,7.254857025428591,9.348866941375865,0.4251343059893995,9.114857025428591,0.22,0.34124373542472974,1.3565086740420007
b'VFID1999',6.107258907261146,0.32647429908840553,5.755140717874525,7.967258907261146,0.3936819375654231,7.615140717874525,0.22,0.06432585278499342,2.3158713774551325
b'VFID2068',-7.9508576110957785,7655465.483916912,-inf,-6.090857611095778,7655465.483916915,-inf,0.22,0.0019025613949917885,1.540627452642975
b'VFID2143',-3.8371120696193253,119379.57897665209,-inf,-1.9771120696193252,119379.57897685481,-inf,0.22,0.6017345349352313,0.7363602748314216
b'VFID2157',5.85194366651196,0.36451785391246994,6.1435354703824485,7.71194366651196,0.42576198259233144,8.003535470382449,0.22,0.015844376843440346,5.362320200050587
b'VFID2254',7.331984197056968,0.30672456121811237,7.5412133157611105,9.191984197056968,0.37746517250528366,9.40121331576111,0.22,0.6107442525774027,0.1261559144526199
b'VFID2313',8.090287435972753,0.17815961722888904,8.176013820231796,9.950287435972752,0.28309159155853475,10.036013820231796,0.22,2.2356370119181386,0.866269719104171
b'VFID2324',7.561166527478877,0.3835343255020652,7.896835591922805,9.421166527478876,0.4421522122960871,9.756835591922805,0.22,0.44158480817715307,0.3526655815629162
b'VFID2372',7.4282473762175645,0.329444610965188,6.9990394466886485,9.288247376217564,0.39614864848185977,8.859039446688648,0.22,2.462769038394154,1.7643102478319437
b'VFID2387',6.955418480156447,0.4786138852536658,6.430920626117876,8.815418480156447,0.5267553997422421,8.290920626117876,0.22,0.8784834989030865,0.5812521615322188
b'VFID2498',6.786376188440159,0.3321131785464789,7.0545595577586,8.64637618844016,0.3983706356701575,8.9145595577586,0.22,0.3339982629468199,0.898935360618409
b'VFID2535',5.758013577735026,0.23144857137000385,5.884130423907976,7.618013577735026,0.3193249773964069,7.7441304239079765,0.22,0.04900989288752657,18.010771365213124
b'VFID2544',6.836733653659751,0.4510354497524939,6.33769411035314,8.69673365365975,0.5018296293897306,8.19769411035314,0.22,0.428221353427698,3.8689913672199547
b'VFID2620',6.7839625202655105,0.46074040332699234,6.2903426734761965,8.64396252026551,0.510569994474724,8.150342673476196,0.22,0.138069432412729,2.4741038343346493
b'VFID2665',6.961179881931752,0.45531746105433507,6.424155882710219,8.821179881931752,0.5056817085291556,8.28415588271022,0.22,1.0721499625516393,1.803860762386936
b'VFID2667',7.210270370213275,0.3286067981753905,7.467493752948352,9.070270370213274,0.39545218144180444,9.327493752948351,0.22,1.1407969139766738,1.3868343691509846
b'VFID2670',7.30920966041357,0.4884155814698181,6.86491888117572,9.16920966041357,0.5356769364295055,8.72491888117572,0.22,0.9896977055502356,19.258141766220245
b'VFID2677',7.262195259365513,0.5021360348073098,6.986094390351726,9.122195259365514,0.5482158310848091,8.846094390351725,0.22,1.071347832331619,1.1376433236613805
b'VFID2723',7.227701323846792,0.2720252918618545,7.403658633951693,9.087701323846792,0.3498539115295513,9.263658633951692,0.22,2.120816768643027,2.0675566531239755
b'VFID2727',8.01629571027674,0.3093990418387231,8.248259369447426,9.87629571027674,0.3796416298178058,10.108259369447426,0.22,0.8508751547884207,2.0663593650344914
b'VFID2760',7.865569446368686,0.29313866048012177,8.066869765801215,9.725569446368686,0.36651094699623926,9.926869765801214,0.22,0.5677281112726377,1.4737126165088525
b'VFID2764',7.59087591441711,0.06702459427478348,7.602613708302152,9.450875914417109,0.2299832520808838,9.462613708302152,0.22,0.3086514690516595,2.5992894641211217
b'VFID2795',6.441211294294753,0.590534312112587,5.710701791611325,8.301211294294752,0.6301831271799383,7.5707017916113255,0.22,0.031051152101219996,7.541291819296336
b'VFID2881',6.130537309091193,0.49784051266569335,5.71760732437142,7.990537309091193,0.5442840949827952,7.57760732437142,0.22,0.0716731154318043,0.8454818018542726
b'VFID3019',6.151818288556476,0.3805110061038336,6.309755680466804,8.011818288556476,0.43953228068726835,8.169755680466803,0.22,0.01728468364971549,2.0781887007535764
b'VFID3026',5.7974030943359685,0.2623198863461206,5.976604028735489,7.657403094335969,0.34236197623661657,7.836604028735489,0.22,0.010235455982077889,1.9830550461851932
b'VFID3084',7.049280168690304,0.3480871512976527,7.370585545248158,8.909280168690303,0.4117823027990821,9.230585545248157,0.22,0.5685746619271792,2.069474479321256
b'VFID3105',2.5328657737181888,33.655927216496515,1.8326156543706746,4.392865773718189,33.65664625006643,3.692615654370675,0.22,0.0004167333873226988,3.522379910431197
b'VFID3156',7.464273307905545,0.1943006409985803,7.561985774474568,9.324273307905544,0.29351786843812283,9.421985774474567,0.22,0.3963622819408109,1.9610420844358094
b'VFID3174',6.994349775801398,0.3332113043379346,7.261761147902504,8.854349775801397,0.39928658046394155,9.121761147902504,0.22,0.48424498968463975,0.9981884222292923
b'VFID3221',5.81288317884691,0.42477943780125577,5.534651200352405,7.67288317884691,0.4783697009413858,7.394651200352405,0.22,0.052720864208781686,0.542537703742381
b'VFID3253',6.189347143666883,0.3992232059196665,6.3363045076862266,8.049347143666884,0.4558280028089284,8.196304507686227,0.22,0.035085331352290715,0.7196640976536195
b'VFID3300',6.424889930426912,0.1950893096451832,6.35626417644848,8.284889930426912,0.2940405392761926,8.21626417644848,0.22,0.407525469318011,0.7471992237547886
b'VFID3459',7.341736714946308,0.4342482165073219,7.511555519582633,9.201736714946309,0.4867971996014253,9.371555519582634,0.22,0.9867026401703315,0.6616786740954033
b'VFID3502',6.233439539965781,0.38718897613048503,6.607950350176825,8.09343953996578,0.44532606395423713,8.467950350176825,0.22,0.030898026063686645,1.5192243448870761
b'VFID3564',6.859431674347976,0.4408168004641555,6.167781825992426,8.719431674347977,0.49266565901375253,8.027781825992426,0.22,0.24762747430753593,1.4761139898761428
b'VFID3654',5.952241647539467,0.47353497225961094,5.464979889958125,7.812241647539468,0.5221449702457264,7.324979889958125,0.22,0.07423361273345438,6.841480761636504
b'VFID3757',5.874154157197492,0.44186623598865366,5.322406124695787,7.7341541571974926,0.49360487285558735,7.182406124695787,0.22,0.05423415709559805,8.992852209888774
b'VFID3822',6.371727649701373,0.2046374297421495,6.320464666375556,8.231727649701373,0.3004604427399274,8.180464666375556,0.22,0.3649651870068537,1.2423309327901424
b'VFID3884',7.298451641559059,0.3596156671139074,6.614495948002589,9.15845164155906,0.42157256556111505,8.47449594800259,0.22,1.753689145709005,0.9147707072066509
b'VFID3891',6.923255987854522,0.35093744614642874,7.330378519083568,8.783255987854522,0.41419450878515707,9.190378519083568,0.22,0.6311180341919255,1.2513750759909905
b'VFID3958',7.595181169136917,0.340592906648913,7.873031360037473,9.455181169136917,0.4054670492895263,9.733031360037472,0.22,1.5788939822604573,2.095295151834738
b'VFID3961',5.684905991424507,0.5014017833982463,5.902240082762624,7.544905991424507,0.547543375811398,7.762240082762625,0.22,0.028331949638472305,1.4512512120354206
b'VFID3966',7.298122449382327,0.2736719205633179,7.4840181691769585,9.158122449382327,0.3511357573714403,9.344018169176959,0.22,0.18232013616020287,1.8489721046287544
b'VFID3979',7.088044696401211,0.12993096513734304,7.133564718878195,8.948044696401212,0.255503533638033,8.993564718878195,0.22,0.007893135078999046,3.3346141940258427
b'VFID3980',6.937369482041068,0.2043441501207991,6.906454235483766,8.797369482041068,0.30026077281022184,8.766454235483765,0.22,1.1391215734475297,2.5432264364067483
b'VFID3985',6.64567300821274,0.3626175889355046,6.3784392416876585,8.50567300821274,0.4241361995932422,8.238439241687658,0.22,0.346531066100705,0.9815453375729324
b'VFID3993',6.700325995053631,0.3921680564623932,6.520853934013674,8.560325995053631,0.4496618557421686,8.380853934013674,0.22,0.3170791509072229,0.3618700633962833
b'VFID3994',6.273940332109759,0.16493132412086392,6.2215968091337785,8.13394033210976,0.2749587999614878,8.081596809133778,0.22,0.071747474141652,1.0731758089448875
