VFID,RAdeg,DEdeg,HV,Vcosmic,Vmodel,HyperLeda,NED,PGC,NSAV0,NSAV1,AGC,CO,A100,redshift
1380,210.20809,49.51654,1851,2231,2231,SDSSJ140049.96+493059.8,WISEA J140049.96+493100.5,4111156.0,69035.0,339206.0,,False,False,0.0074
1381,133.243419,49.46039,2879,3138,3138,PGC139147,SBS 0849+496,139147.0,16058.0,647956.0,,False,False,0.0105
1382,218.195198,49.45786,2104,2494,2471,NGC5676,NGC 5676,51978.0,43117.0,208759.0,,False,False,0.0083
1383,218.499696,49.45101,2137,2502,2502,PGC052050,MCG +08-27-001,52050.0,43115.0,208748.0,,False,False,0.0083
1384,210.100152,49.4443,1993,2365,2365,PGC2343136,SDSS J140024.04+492639.4,2343136.0,69034.0,339202.0,,False,False,0.0079
1385,225.76243,49.43289,3172,3504,3504,PGC2342822,SDSS J150302.97+492558.2,2342822.0,53532.0,261039.0,,False,False,0.0117
1386,130.260889,49.42522,3044,3296,3296,PGC024404,SBS 0837+496,24404.0,16000.0,77874.0,,False,False,0.011
1387,219.147863,49.41773,2271,1625,2630,PGC091372,FGC 1775,91372.0,165292.0,208734.0,,False,False,0.0054
1388,169.694616,49.40541,2633,2943,2943,PGC2342015,SDSS J111846.69+492419.4,2342015.0,38202.0,184144.0,,False,False,0.0098
1389,224.081559,49.39909,2348,2705,2705,NGC5795,NGC 5795,53402.0,145708.0,632299.0,,False,False,0.009
1390,210.220358,49.37541,1908,2284,2284,UGC08936,UGC 08936,49894.0,144269.0,630990.0,,False,False,0.0076
1391,217.951391,49.37338,2254,2614,2614,SDSSJ143148.23+492225.1,SDSS J143148.24+492225.1,4004779.0,43119.0,208770.0,,False,False,0.0087
1392,278.502765,49.3725,2055,2401,2401,PGC062055,UGC 11283 NOTES02,62055.0,,,,False,False,0.008
1393,177.188142,49.35826,798,1052,1052,PGC2340722,WISEA J114845.16+492129.3,2340722.0,38358.0,184603.0,,False,False,0.0035
1394,173.332565,49.34327,3112,3410,3410,PGC2340342,WISEA J113319.81+492035.6,2340342.0,38324.0,184545.0,,False,False,0.0114
1395,173.320316,49.28488,3087,3385,3385,UGC06538,UGC 06538,35674.0,160070.0,184548.0,,False,False,0.0113
1396,179.322396,49.28328,784,1352,1031,UGC06930,UGC 06930,37584.0,140483.0,627511.0,,False,False,0.0045
1397,221.519033,49.28067,2240,2601,2601,SDSSJ144604.57+491650.3,SDSS J144604.56+491650.3,3995335.0,43216.0,209216.0,,False,False,0.0087
1398,278.469042,49.27856,1964,2360,2312,IC1291,IC 1291,62049.0,,,,False,False,0.0079
1399,141.066667,49.24915,2692,2143,2964,NGC2856,NGC 2856,26648.0,157236.0,648440.0,,False,False,0.0071
1400,142.230718,49.2385,2729,3001,3001,UGC05049,UGC 05049,26903.0,157275.0,648504.0,,False,False,0.01
1401,160.176561,49.20659,1502,1852,1852,PGC2336386,SBS 1037+494,2336386.0,32169.0,157034.0,,False,False,0.0062
1402,141.012769,49.20434,2782,2317,3051,NGC2854,NGC 2854,26631.0,34016.0,164815.0,,False,False,0.0077
1403,115.634934,49.19128,2974,3212,3212,PGC021619,KUG 0738+493,21619.0,82513.0,400409.0,,False,False,0.0107
1404,203.925035,49.17646,633,847,847,SDSSJ133542.01+491035.0,WISEA J133542.05+491035.9,4003704.0,51216.0,248497.0,,False,False,0.0028
1405,210.708468,49.17265,2014,2448,2384,NGC5448,NGC 5448,50031.0,69028.0,339123.0,,False,False,0.0082
1406,133.725221,49.1604,2882,3140,3140,NGC2684,NGC 2684,25024.0,16052.0,78001.0,,False,False,0.0105
1407,204.475715,49.12068,645,865,865,PGC166171,SDSS J133754.13+490714.6,166171.0,143710.0,630495.0,,False,False,0.0029
1408,196.210767,49.11937,1988,2357,2357,SDSSJ130450.58+490709.8,SDSS J130450.58+490709.8,4555033.0,,,,False,False,0.0079
1409,169.191819,49.11747,2235,2562,2562,PGC2333993,WISEA J111646.03+490703.3,2333993.0,139076.0,626233.0,,False,False,0.0085
1410,203.345374,49.10283,591,781,781,PGC047735,SBS 1331+493,47735.0,143606.0,630396.0,,False,False,0.0026
1411,221.283,49.0989,3030,3364,3364,UGC09508,UGC 09508,52673.0,,,,False,False,0.0112
1412,123.66717,49.06162,547,858,766,NGC2541,NGC 2541,23110.0,134933.0,579972.0,,False,False,0.0029
1413,212.394369,49.04426,1992,2364,2364,PGC2332009,SDSS J140934.65+490239.3,2332009.0,69020.0,339067.0,,False,False,0.0079
1414,212.340141,49.03792,2040,1972,2409,UGC09056,UGC 09056,50509.0,164593.0,679830.0,,False,False,0.0066
1415,179.18456,49.02169,984,1319,1319,SDSSJ115644.29+490118.2,SDSS J115644.29+490118.2,5064651.0,38482.0,184966.0,,False,False,0.0044
1416,223.134801,49.01715,2368,2723,2723,PGC053115,MCG +08-27-026,53115.0,43267.0,209552.0,,False,False,0.0091
1417,145.970966,49.01049,2989,3258,3258,SDSSJ094353.03+490037.7,WISEA J094352.98+490037.7,5075176.0,,602329.0,,False,False,0.0109
1418,210.869947,48.96477,2000,2371,2371,SDSSJ140328.79+485753.0,WISEA J140328.78+485752.9,4111293.0,69030.0,339134.0,,False,False,0.0079
1419,169.757341,48.95424,2070,2406,2406,PGC2329720,WISEA J111901.78+485714.7,2329720.0,38203.0,184148.0,,False,False,0.008
1420,213.94371,48.90685,1984,2356,2356,PGC2328507,SDSS J141546.47+485424.7,2328507.0,69075.0,339524.0,,False,False,0.0079
1421,138.201375,48.90482,662,889,889,SDSSJ091248.34+485417.3,WISEA J091248.32+485416.5,3997540.0,26616.0,131194.0,,False,False,0.003
1422,221.837571,48.9013,2232,2592,2592,PGC140374,SBS 1445+491,140374.0,165575.0,683254.0,,False,False,0.0086
1423,179.547802,48.88117,833,1101,1101,PGC037662,MCG +08-22-048,37662.0,160820.0,664582.0,,False,False,0.0037
1424,218.099367,48.87728,2265,2624,2624,SDSSJ143223.88+485238.0,SDSS J143223.88+485238.0,4004791.0,43116.0,208757.0,,False,False,0.0088
1425,231.833488,48.87358,2495,2845,2845,SDSSJ152720.05+485224.9,SDSS J152720.03+485224.8,4005869.0,45549.0,220984.0,,False,False,0.0095
1426,176.103822,48.83551,900,1273,1197,UGC06713,UGC 06713,36528.0,140162.0,612543.0,,False,False,0.0042
1427,126.683615,48.80872,3091,3336,3336,UGC04401,UGC 04401,23691.0,10026.0,49222.0,,False,False,0.0111
1428,164.635098,48.78149,700,904,904,UGC06055,UGC 06055,33010.0,138472.0,625673.0,,False,False,0.003
1429,210.936318,48.76632,757,1046,1046,PGC2325111,SBS 1401+490,2325111.0,69027.0,339101.0,,False,False,0.0035
1430,218.873693,48.74156,2168,2672,2531,NGC5689,NGC 5689,52154.0,145314.0,631949.0,,False,False,0.0089
1431,177.159112,48.71077,962,1364,1284,NGC3893,NGC 3893,36875.0,140283.0,627342.0,,False,False,0.0045
1432,212.621742,48.69424,2036,2405,2405,SDSSJ141029.22+484139.3,WISEA J141029.19+484138.8,4111864.0,69012.0,339047.0,,False,False,0.008
1433,138.966933,48.68885,2777,3042,3042,PGC2323268,SDSS J091552.06+484119.7,2323268.0,34012.0,164801.0,,False,False,0.0101
1434,177.94848,48.68314,974,1183,1302,NGC3928,NGC 3928,37136.0,60315.0,296881.0,,False,False,0.0039
1435,169.615374,48.68224,2616,2925,2925,PGC2323111,SDSS J111827.69+484056.1,2323111.0,38184.0,183990.0,,False,False,0.0098
1436,177.234706,48.67477,918,1223,1223,NGC3896,NGC 3896,36897.0,140293.0,612529.0,,False,False,0.0041
1437,145.465958,48.67106,2594,2903,2873,UGC05172,UGC 05172,27709.0,40747.0,623366.0,,False,False,0.0097
1438,218.687841,48.66972,2277,2564,2635,NGC5682,NGC 5682,52107.0,43188.0,209102.0,,False,False,0.0086
1439,223.650922,48.66874,2261,2620,2620,SDSSJ145436.25+484007.0,SDSS J145436.21+484006.8,4117691.0,43271.0,209578.0,,False,False,0.0087
1440,138.815175,48.66488,2775,3040,3040,UGC04874,UGC 04874,26104.0,,,,False,False,0.0101
1441,139.442458,48.66191,2776,3041,3041,SDSSJ091746.17+483942.6,WISEA J091746.16+483942.0,4010057.0,34014.0,164808.0,,False,False,0.0101
1442,135.017296,48.62784,2949,3204,3204,SDSSJ090004.16+483740.9,SDSS J090004.16+483740.9,4015160.0,135598.0,623005.0,,False,False,0.0107
1443,219.371756,48.62366,2309,2760,2666,UGC09426,UGC 09426,52263.0,145370.0,632001.0,,False,False,0.0092
1444,123.164682,48.61262,526,738,738,PGC2321523,WISEA J095642.26+403930.5,2321523.0,9785.0,48198.0,,False,False,0.0025
1445,198.713589,48.60077,2591,2929,2929,SDSSJ131451.25+483602.8,SDSS J131451.25+483602.7,3481341.0,51099.0,247845.0,,False,False,0.0098
1446,138.715365,48.5939,2786,3050,3050,UGC04868,UGC 04868,26080.0,135780.0,623160.0,,False,False,0.0102
1447,219.046611,48.58497,2284,2642,2642,NGC5693,NGC 5693,52194.0,43187.0,209099.0,,False,False,0.0088
1448,140.669368,48.57635,747,991,991,PGC026513,SDSS J092240.61+483434.4,2807131.0,34025.0,164846.0,,False,False,0.0033
1449,147.326823,48.56378,1841,2151,2151,PGC028238,MRK 1426,28238.0,40759.0,195958.0,,False,False,0.0072
1450,212.5635,48.54609,1905,2281,2281,NGC5500,NGC 5500,50588.0,69065.0,339472.0,,False,False,0.0076
1451,219.256574,48.54493,2198,2559,2559,NGC5700,NGC 5700,52237.0,43186.0,209096.0,,False,False,0.0085
1452,177.733811,48.53164,1127,1495,1495,PGC2319584,WISEA J115056.16+483153.5,2319584.0,38514.0,185057.0,,False,False,0.005
1453,176.357232,48.48519,892,1183,1183,PGC2318533,WISEA J114525.65+482907.6,2318533.0,38361.0,184612.0,,False,False,0.0039
1454,173.516103,48.47703,3057,3354,3354,SDSSJ113403.90+482837.3,WISEA J113403.83+482837.6,4099065.0,38229.0,184277.0,,False,False,0.0112
1455,167.65123,48.46447,2299,2619,2619,PGC2318077,WISEA J111036.29+482751.9,2318077.0,38145.0,183604.0,,False,False,0.0087
1456,111.913661,48.44589,935,2254,1203,UGC03853,UGC 03853,21049.0,,,,False,False,0.0075
1457,210.198659,48.44388,2074,2415,2441,NGC5425,NGC 5425,49889.0,144266.0,679014.0,,False,False,0.0081
1458,200.786864,48.4305,2389,2737,2737,SDSSJ132308.85+482549.7,SDSS J132308.85+482549.7,4012004.0,143415.0,630219.0,,False,False,0.0091
1459,177.418856,48.42601,964,1286,1286,NGC3906,NGC 3906,36953.0,140310.0,612528.0,,False,False,0.0043
1460,213.786045,48.42582,2044,2412,2412,PGC2317193,SDSS J141508.63+482532.9,2317193.0,69059.0,339456.0,,False,False,0.008
1461,168.43918,48.40155,1995,2333,2333,PGC2316668,WISEA J111345.42+482405.5,2316668.0,38137.0,183555.0,,False,False,0.0078
1462,141.569259,48.3933,691,919,919,SDSSJ092616.63+482335.9,WISEA J092616.58+482336.1,3457735.0,33976.0,164711.0,,False,False,0.0031
1463,246.534687,48.36679,2414,1909,2763,NGC6155,NGC 6155,58115.0,20725.0,99003.0,,False,False,0.0064
1464,225.202972,48.36085,2542,3316,2889,UGC09657,UGC 09657,53622.0,43355.0,209904.0,,False,False,0.0111
1465,175.748574,48.35682,3093,3391,3391,SDSSJ114259.64+482124.4,SDSS J114259.64+482124.4,4551296.0,60219.0,296322.0,,False,False,0.0113
1466,145.112572,48.33767,771,514,1017,UGC05151,UGC 05151,27602.0,30266.0,146284.0,,False,False,0.0017
1467,173.427991,48.33467,3036,3334,3334,PGC2315215,WISEA J113342.68+482005.1,2315215.0,38228.0,184273.0,,False,False,0.0111
1468,242.797946,48.33446,2828,3168,3168,PGC101536,SHOC 529,101536.0,20454.0,97944.0,,False,False,0.0106
1469,179.175534,48.33395,983,1133,1314,NGC3985,NGC 3985,37542.0,140474.0,664390.0,,False,False,0.0038
1470,195.838848,48.33083,2522,2860,2860,PGC045088,MCG +08-24-030,45088.0,50997.0,247505.0,,False,False,0.0095
1471,168.564297,48.32621,2184,2511,2511,PGC2315061,WISEA J111415.38+481934.0,2315061.0,,,,False,False,0.0084
1472,225.385244,48.31979,2558,2760,2904,UGC09665,UGC 09665,53657.0,165860.0,683827.0,,False,False,0.0092
1473,168.545436,48.31847,2111,2120,2442,NGC3583,NGC 3583,34232.0,159488.0,658581.0,,False,False,0.0071
1474,212.555022,48.31773,2000,2789,2370,UGC09068,UGC 09068,50586.0,69064.0,339471.0,,False,False,0.0093
1475,213.506802,48.30931,2053,2420,2420,SDSSJ141401.62+481833.7,WISEA J141401.70+481834.3,4112252.0,69060.0,339457.0,,False,False,0.0081
1476,178.139337,48.29305,1082,1440,1440,PGC2314360,WISEA J115233.44+481735.4,2314360.0,60303.0,296855.0,,False,False,0.0048
1477,197.640313,48.27984,2639,2973,2973,PGC2314081,SDSS J131032.73+481646.7,2314081.0,,613169.0,,False,False,0.0099
1478,175.037965,48.25823,3037,3336,3336,PGC2313654,WISEA J114009.12+481529.5,2313654.0,60207.0,296261.0,,False,False,0.0111
1479,177.708551,48.25146,811,1061,1061,PGC037045,MRK 1460,37045.0,160648.0,663768.0,,False,False,0.0035
1480,191.597254,48.2352,900,1655,1211,PGC043081,UGCA 297,43081.0,162390.0,670448.0,,False,False,0.0055
1481,247.718691,48.23211,2712,3053,3053,,GALEXASC J163052.52+481353.4,,147072.0,633443.0,,False,False,0.0102
