VFID,DM,SGX,SGY,SGZ,nCI08,nCI08_err,distSGX_Virgo,distSGY_Virgo,distSGZ_Virgo,n5th_2D,n5th_2D_err,n5th,n5th_err,Vcosmic,Vmodel,Vmedian,poor_group_memb,rich_group_memb,pure_field,nearest_filament_dist_2D,nearest_filament_dist_3D,filament,filament_PA,orientation_wrt_filament,filament_member,mem_phase_space,cluster_member,mem_Mould00,sep_degree,redshift
VFID1803,31.188359373409394,3.971236288133918,12.13380724194566,0.7803868575616334,0.6268763989831876,0.1850167191809757,6.23457182305925,2.237826440905426,1.195689448195673,8.949761459686291,4.002455001253258,1.0845114132608915,0.4850082484851442,1279.0973359691577,1194.109918652196,1279.0973359691577,False,True,False,0.1471550725355925,0.2125063750041117,Ursa_Major_Cloud,166.32490041993654,0.6849004199365538,True,False,False,False,31.535729703520577,0.0043
VFID1804,31.07005431953892,3.804789739212372,11.4839245621824,0.6013728681630264,0.5579988443359359,0.1646881516887026,6.068125274137704,1.5879437611421654,1.016675458797066,8.774982140301644,3.924291313412215,0.6021050190026399,0.269269550416741,1211.2745255972102,1118.28538400423,1211.2745255972102,False,True,False,0.1395514054597305,0.1838718395047224,Ursa_Major_Cloud,166.0088729468937,16.00887294689369,True,False,False,False,31.630875462952886,0.004
VFID1928,33.01833634763985,6.0338110563350265,23.18395898213028,17.57174955035556,0.5321849569677455,0.1570694237258751,8.297146591260358,13.287978181090049,17.987052140989597,1.3313180632624455,0.5953835378256389,0.494386716397833,0.2210964610076929,2970.974944709348,2921.82574346617,2970.974944709348,True,False,False,6.218918170591024,6.2594289353341,Bootes,13.993977436366526,6.836022563633472,False,False,False,False,46.31829779372771,0.0099
VFID1933,31.84852023075264,9.197348563894876,12.95008598623941,-6.944261897425017,0.0954257533246787,0.0281640205854657,11.46068409882021,3.054105185199175,-6.528959306790977,0.7398348122412799,0.330864186458459,0.1106643891188506,0.0494906193516476,1733.5475792628315,2018.957240030129,1733.5475792628315,True,False,False,1.418892245838393,1.738326388364202,LeoII_B,145.93972793602506,14.060272063974937,True,False,False,False,51.25910709698774,0.0058
VFID1934,32.21833634763985,10.89910320239304,15.360609841107228,-8.230021945465369,0.6228326762590369,0.183823252154759,13.162438737318372,5.464629040066994,-7.814719354831329,2.714829823954341,1.2141088067411387,1.3664447983241983,0.6110926913107797,2055.412480574096,2143.613109077056,2055.412480574096,True,False,False,0.1233037383426336,1.482871422699927,LeoII_B,149.2005803267211,26.710580326721114,True,False,False,False,51.23368122203105,0.0069
VFID1953,32.75833634763985,5.5234640215497,24.196582007662723,8.872308127636954,1.409674058848006,0.4160521434618287,7.786799556475032,14.300601206622488,9.287610718270994,4.20663099397166,1.881262571755628,1.3200242868930203,0.5903328074886958,2635.718283813037,2888.517919245383,2635.718283813037,False,True,False,0.4011266366798768,1.849036386121898,NGC5353_4,5.571048274860921,89.26895172513909,True,False,False,False,33.51653577989136,0.0088
VFID1999,29.598336347639847,1.5054264408988058,5.903287673026696,0.8435308943902341,0.6922844178180476,0.2043212855557545,3.7687619758241375,-3.9926931280135385,1.2588334850242735,4.601172550486358,2.057706919818716,1.6545258803117422,0.7399264677819474,615.0338079264992,651.8200183039379,615.0338079264992,False,False,False,0.7782225115652974,0.8049262662306776,Ursa_Major_Cloud,159.69417387531783,,True,False,False,False,28.98396961156859,0.0021
VFID2068,32.75656397713562,4.809772168798202,24.08126966190752,9.514542340500132,2.955149820130635,0.8721848921026045,7.073107703723533,14.185288860867278,9.929844931134172,22.94503499835931,10.26133160048864,3.132151254530204,1.4007406241881564,2633.5678703888057,2689.222061467131,2633.5678703888057,False,True,False,1.2012534350517303,2.249761159157369,NGC5353_4,6.431615758375027,23.26838424162497,False,False,False,False,33.36513657930032,0.0088
VFID2143,32.24471628430859,3.397033766053192,18.33519643661783,9.227308548838076,0.1680315044691653,0.0495929304825562,5.660369300978523,8.439215635577597,9.642611139472116,0.6419479311309676,0.2870878424048393,0.2043754039799987,0.0913994592456516,2080.5347625851605,1829.004608290988,2080.5347625851605,True,False,False,3.175098346875363,5.500516222839267,Bootes,16.59901292451213,7.400987075487869,False,False,False,False,36.49869587515977,0.0069
VFID2157,31.558520230752634,2.422775258222035,13.26870060763733,6.938865707799121,0.067610400171687,0.0199545786738318,4.686110793147367,3.372719806597095,7.354168298433161,0.4737942139047537,0.211887213927421,0.0919953260966054,0.041141560552854,1516.8260054397758,1857.091913099444,1516.8260054397758,False,False,True,2.64952500598439,2.832234099256985,Canes_Venatici,33.80905353725404,37.07094646274596,False,False,False,False,37.083820256840085,0.0051
VFID2254,31.92357203850521,2.701146526172664,16.657753536429002,6.1032803764395,0.1733964932528842,0.0511763568562663,4.9644820610979945,6.761772735388767,6.51858296707354,1.1055447053591256,0.4944146226695962,0.1463773871079444,0.065461957588433,1794.5110108040549,1819.4530002092813,1794.5110108040549,True,False,False,1.829499268393518,3.002042350314464,Canes_Venatici,33.57983154461586,56.09016845538415,False,False,False,False,31.051355240267405,0.006
VFID2313,32.27089470841074,7.18128380707928,18.95191811325525,-5.716654177066439,0.1639516523883475,0.0483888002138765,9.44461934200461,9.055937312215011,-5.301351586432399,0.8883586212806028,0.3972860531162839,0.1437249092038481,0.0642757334079578,2105.768677394368,1894.7152347635547,2105.768677394368,True,False,False,1.249633800099355,1.273892600026534,Leo_Minor_B,120.91632463258834,1.9763246325883443,True,False,False,False,35.73385388584583,0.007
VFID2324,33.47852023075264,17.149096119197143,27.84677781691861,-16.70417234374017,0.0453630092987522,0.0133884688692137,19.412431654122475,17.95079701587838,-16.28886975310613,0.5250553885511041,0.2348119081505667,0.0454938527021692,0.0203454694400826,3672.2798180145087,2500.3058118011804,3672.2798180145087,False,False,True,11.568356887068978,13.554984074479858,Leo_Minor_B,135.11478448818724,7.765215511812755,False,False,False,False,49.22013967176548,0.0122
VFID2372,31.92852023075263,4.2320132798945655,17.416872007118428,-1.4968574551302505,0.1550818919737563,0.0457709731996664,6.495348814819897,7.520891206078193,-1.081554864496211,3.185196021315933,1.4244629650648588,0.3309879697773177,0.1480223200313456,1798.6048736577145,1859.058694620695,1798.6048736577145,True,False,False,0.6929817380987353,0.6950375482282147,Coma_Berenices,171.84660255736878,87.24660255736879,True,False,False,False,26.59717882912459,0.006
VFID2387,32.585866687271206,5.828226021760376,23.51267710851795,-2.41907718535876,0.6194474871732552,0.1828241451865042,8.091561556685708,13.616696307477714,-2.00377459472472,3.252442026701445,1.4545362929163232,0.6395656008919686,0.2860224319329884,2434.473531995926,1952.0441750412745,2434.473531995926,True,False,False,0.5289330689892761,0.5294875700244946,Coma_Berenices,165.75352026766407,41.69352026766407,True,False,False,False,26.94349797554275,0.0081
VFID2498,32.620894708410745,7.767268111176519,22.31866168905655,-7.324301824234029,0.0459504154410931,0.0135618363104812,10.03060364610185,12.422680888016316,-6.908999233599989,0.3040019255471411,0.1359537941628474,0.0640988338156503,0.0286658699380512,2474.062470338892,1846.4799470746395,2474.062470338892,False,False,False,0.8740041057986319,1.1848347860458268,Leo_Minor_B,134.63828551998606,76.50171448001394,True,False,False,False,34.832356837457205,0.0083
VFID2535,29.66960862670796,0.7863081792550936,6.215037777994168,1.0714931019569809,0.6497826951326475,0.1917772987290894,3.049643714180425,-3.6809430230460665,1.4867956925910204,1.7780421855136503,0.7951646387341628,0.7732296637003291,0.3457988180506475,635.5554468510167,922.458089313798,635.5554468510167,False,False,False,0.3566393075086486,0.3569839163572746,Canes_Venatici,95.97527583437028,77.98527583437028,True,False,False,False,23.36070944284265,0.0021
VFID2544,32.11234161875508,5.552714423444892,18.06183273315596,-5.110297245833659,1.046014468541218,0.3087214090357204,7.816049958370224,8.165851932115718,-4.694994655199619,8.940693600088137,3.9983997311588793,2.3099058051054464,1.033021280367432,1957.4922147728,1957.4922147728,0.0,False,False,False,0.604742211760873,0.6423534761156422,Leo_Minor_B,119.11366830756891,43.24366830756891,True,False,False,False,32.19875985894826,0.0065
VFID2620,31.57852023075263,0.9982369919184846,14.297718697036734,5.3788763088978895,0.0799137012416592,0.0235857831708496,3.2615725268438163,4.401737895996499,5.794178899531929,0.4647318095085568,0.2078343834735232,0.0779963379379009,0.0348810227250384,1530.861023666261,2692.804186396429,1530.861023666261,False,False,True,2.437090532899941,2.464078638092641,Canes_Venatici,29.569190592290425,87.29919059229043,False,False,False,False,28.260132065798665,0.0051
VFID2665,31.94649897417068,4.6343268588549416,16.826609259931388,-4.928244711286765,0.4557109113902947,0.1344988228256236,6.897662393780273,6.930628458891153,-4.512942120652725,6.15841409907783,2.7541265118262306,0.4855804096085341,0.2171581608853748,1813.55827189379,2017.1430802492373,1813.55827189379,False,True,False,1.5186006103618268,2.1009206056692804,Leo_Minor_B,119.11366830756891,21.64366830756892,False,False,False,False,30.919028096930983,0.006
VFID2667,31.84852023075264,4.430088358745862,16.08257177534074,-4.7163463805704735,0.2243839868261058,0.0662248397716864,6.693423893671193,6.186590974300504,-4.3010437899364335,2.7840579058422343,1.245068546151789,0.2406344857024811,0.1076150135522898,1733.5475792628315,1948.252875289236,1733.5475792628315,False,True,False,2.697790532065449,2.7483122479036943,Coma_Berenices,172.81288371222973,47.637116287770255,False,False,False,False,30.92841286859561,0.0058
VFID2670,32.303342104097496,5.371321057427215,19.89690245578093,-5.669234486882359,0.6382374626002459,0.1883698310866783,7.634656592352547,10.000921654740695,-5.253931896248319,8.396269200525543,3.7549257379525858,4.287000487216081,1.9172049017979749,2137.470553958764,1918.014288649656,2137.470553958764,False,True,False,0.5074980391279186,0.5075615833756929,Leo_Minor_B,126.3660173671773,85.3839826328227,True,False,False,False,30.51076723698569,0.0071
VFID2677,32.23852023075263,5.211481595811929,19.30217137709096,-5.53768140699868,1.0733596335478155,0.3167920793037181,7.474817130737261,9.406190576050726,-5.12237881636464,17.661721780289852,7.898562100083343,1.002556857572512,0.4483570569681422,2074.6066510533865,1867.7117744644927,2074.6066510533865,False,True,False,0.6588281680917822,0.6668679956227246,Leo_Minor_B,123.97355415581076,12.973554155810774,True,False,False,False,30.551283483884003,0.0069
VFID2723,33.336858003520334,5.066673873178818,33.97156442286041,-1.9662698306613104,3.0586727732045733,0.9027387256314048,7.33000940810415,24.075583621820176,-1.5509672400272707,11.208222127919042,5.012469316988864,5.239379413343401,2.343121705629762,3440.355491109424,3440.355491109424,0.0,False,True,False,2.4674563640377563,2.497865072229459,Coma_Berenices,159.04604176211322,51.95395823788678,False,False,False,False,21.359710241236147,0.0115
VFID2727,33.26385911931538,4.86420366201651,32.85374329325406,-1.9007675586495751,1.2651104270735771,0.3733855366041206,7.127539196941841,22.957762492213828,-1.4854649680155356,14.545789995023192,6.5050750430616375,1.9771262450583096,0.8841977368098576,3326.6226761636576,3326.6226761636576,0.0,False,True,False,2.51579792513496,2.5214296061870467,Coma_Berenices,159.52011401189725,30.12988598810276,False,False,False,False,21.29881048952953,0.0111
VFID2760,33.62352598721028,6.453957770287643,38.43542336289633,-4.724119283217182,0.0098196107381834,0.0028981664732631,8.717293305212975,28.53944256185609,-4.308816692583142,0.0128860043998285,0.0057627963592756,0.0096407166855449,0.0043114595721389,3925.879064601708,2937.249931020057,3925.879064601708,True,False,False,1.2831436148448587,1.2893467822813207,Coma_Berenices,156.97852198743968,21.82147801256033,True,False,False,False,22.79712452339963,0.0131
